Car Name,Link,Year,KMage
Opel Zafira C,https://auto.ru/cars/used/sale/opel/zafira/1102946573-77d75068/,2013,93543
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103207087-d075afdf/,2021,0
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103217806-b892a762/,2013,107540
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1088968690-d6e05cc8/,2009,90000
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1102791120-9c280c6d/,2021,0
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103384636-5b834b27/,2011,242082
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1103441901-2d446d42/,1995,250000
Opel Zafira Life I L,https://auto.ru/cars/used/sale/opel/zafira_life/1103385979-aa4de3cd/,2019,24090
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103441888-de2e6e1e/,2013,78800
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103386698-03b94e3f/,2012,194699
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1103235411-b8f3237a/,2008,152227
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103385209-9c410f25/,2011,114873
Opel Vivaro C,https://auto.ru/cars/new/group/opel/vivaro/22747377/22747998/1103285640-de32a0c1/,2021,0
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103386372-58cb6822/,2012,138750
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1102973527-7c73ab93/,2013,82843
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103265795-abd19735/,2008,280826
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743028/1103034042-e1e10984/,2020,0
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103218839-a8e0601a/,2008,94073
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103090315-5100ded2/,2008,213000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103129784-75a6b060/,2013,115298
Opel Zafira Life I,https://auto.ru/cars/new/group/opel/zafira_life/21743449/21743614/1103294917-49ee691b/,2021,0
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103384628-f556eafd/,2011,72118
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103381286-338522ad/,2010,244037
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103382126-65093592/,2013,134556
Opel Combo PCMA,https://auto.ru/cars/new/group/opel/combo/22795666/22795893/1103283556-465a68f9/,2021,0
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103382302-faf6f6ef/,2010,150000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102703118-30063e40/,2014,95714
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103441729-87575f35/,2002,290012
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103441693-61e1365a/,2013,65500
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743028/1103033965-4256fd64/,2020,0
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102252962-ccb42e4a/,2007,205989
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103441561-e424925c/,2010,160032
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103376535-9764bb05/,2012,101570
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103376323-65dcf908/,2012,136946
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103207091-e6fc11de/,2021,0
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103441422-811a29aa/,1996,300000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103376473-701a76c6/,2006,266235
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1101679149-56adc01f/,2014,99464
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103374604-f2967ac4/,2013,83883
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103328846-5aa0dc03/,2012,134000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103374211-c1b066ba/,2012,156347
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103369268-ff31dfb3/,2014,105753
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103032914-e2733428/,2021,0
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103247452-eb2e60b8/,2012,154000
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103103451-fdb8ba2a/,2021,0
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103372215-08c8e9c9/,2012,32500
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103369624-e1702ea3/,2014,89709
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103292290-796a912c/,2002,147000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103370442-924d21eb/,2011,96000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103152697-f0a7ec83/,2007,169250
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103077239-11b4721c/,2008,162498
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103032914-e2733428/,2021,0
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103176399-cb26ca15/,2011,165243
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103103451-fdb8ba2a/,2021,0
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103250980-0584df0e/,2011,122543
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103367230-c582243e/,2007,196589
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103441134-7a880dce/,2012,110000
Opel Zafira C,https://auto.ru/cars/used/sale/opel/zafira/1103370261-edcab47b/,2013,121561
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1102803970-88e12602/,2014,191397
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103032511-a71c91a7/,2020,0
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103441089-d6e8a180/,2013,63000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103366046-28c14721/,2013,116917
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1102779706-fd31e70f/,2014,131010
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103323322-cc89b478/,2008,144000
Opel Zafira Life I,https://auto.ru/cars/new/group/opel/zafira_life/21743449/21743614/1103284331-4d98c29a/,2021,0
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102500965-2f6739ba/,2011,161541
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103363407-1be13f50/,2014,76260
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103363535-60661f54/,2011,164271
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102766657-cdf56114/,2008,71736
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1102917231-9e79c9fb/,2021,0
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103229715-bb5f6e72/,2007,165825
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1103361746-7bf1a067/,2013,167713
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1103146515-ef71bd31/,2014,113852
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103361653-e7db0fcb/,2014,104750
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743057/1103285938-a2bb1084/,2020,0
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103061281-0d651f7f/,2013,94189
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103358255-537e1575/,2010,89979
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103362791-6d777391/,2011,188859
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1103356840-c3c7951b/,2011,201000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103440338-b717659e/,2009,153224
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1103243513-e8157e12/,2011,140000
Opel Combo PCMA XL,https://auto.ru/cars/new/group/opel/combo/22795677/22795893/1103283597-ad234645/,2021,0
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102496871-5408fb08/,2013,216616
Opel Vectra A,https://auto.ru/cars/used/sale/opel/vectra/1103360082-67e1e4a9/,1989,352681
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103356339-921c0643/,2012,161869
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743614/1103207093-ac557a56/,2021,0
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103358254-3ec1ec5e/,2012,94281
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103180231-c9dd2467/,2010,239689
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103263141-8b3b3b80/,2014,141720
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103036032-2b79d2d7/,2011,250000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103199005-f85b063f/,1999,168000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103440043-17dcc96d/,2010,176000
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743057/1103033504-4f623a9a/,2020,0
Opel Combo PCMA XL,https://auto.ru/cars/new/group/opel/combo/22795676/22795893/1103283579-07a7c5e8/,2021,0
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102908563-cb1a16b0/,2012,83000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103295631-64df0d2f/,2000,192000
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103283905-e0b9f236/,2007,150000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103356062-555a7c7a/,2006,203682
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103351510-6d8ff35c/,2011,179210
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1103351430-5d569c7f/,2011,155324
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103098842-76e7cd97/,2007,137111
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743057/1103033545-bec8b942/,2020,0
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103030071-d1c5bb64/,2007,150675
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1102811864-1a376215/,2012,263854
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103108631-95c56c88/,2012,131693
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743614/1103282125-0c9e9ed9/,2021,0
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1103111132-6454b8c5/,2014,107515
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103303253-1c5b777d/,2014,47161
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103303261-a7724bd3/,2013,159286
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103275115-394efcc6/,2014,86082
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103265568-4d4f034c/,2008,149688
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1102960874-abcd02b1/,2021,0
Opel Omega B Рестайлинг,https://auto.ru/cars/used/sale/opel/omega/1102788967-3b9e3ce9/,1999,327110
Opel Astra F C16NZ,https://auto.ru/cars/used/sale/opel/astra/1103347470-fbc6896e/,1992,295028
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103439250-b68e6af8/,2012,140000
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103032858-be22c5d4/,2021,0
Opel Meriva B Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103345779-2daddb50/,2014,143634
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103345554-c1ffe70a/,2011,112000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103439218-3b9430c0/,2000,235236
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103347233-7e1b1623/,2007,158634
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102485483-68cb67e2/,2008,127000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103341379-69da2848/,2011,122000
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743057/1103285164-b22b3a2e/,2020,0
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103265921-cf756484/,2013,86937
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743057/1103033746-0ba890be/,2020,0
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1102991301-6eb8d854/,2013,259616
Opel Zafira C,https://auto.ru/cars/used/sale/opel/zafira/1103338897-4cb391b4/,2012,215346
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103340030-a9db8039/,2011,172723
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103338354-202f02af/,2013,97500
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1101730749-4239eaf8/,2011,82000
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103207096-c64c540b/,2021,0
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103438742-d1b95622/,2011,115000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103213640-8bb70c84/,2011,84717
Opel Corsa D Рестайлинг I,https://auto.ru/cars/used/sale/opel/corsa/1103337373-c04b6df4/,2010,60423
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103373956-0ecf4aa4/,2007,131372
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103207094-cd1b5053/,2021,0
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1103438357-59f65ae5/,1997,215000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103438286-9aeed0d9/,2011,176000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103170160-7825f300/,2009,98400
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103335140-2062626d/,2012,74999
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103330490-f96c6482/,2008,156492
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103438153-80cd9cea/,2008,220000
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743614/1103194134-9f525f47/,2021,0
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1103271154-190adab4/,2008,160000
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743057/1103285189-3c44b94c/,2021,0
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1103438054-d4c224d4/,2014,107000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103326473-9aa4b916/,2013,81300
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1103124043-158b2c96/,2013,67700
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103437793-06ccd2d0/,2012,231000
Opel Vita C,https://auto.ru/cars/used/sale/opel/vita/1103212112-6a7dbb23/,2001,211000
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743057/1103033773-f81cc3aa/,2020,0
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103266715-68d3e426/,2007,175000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103324367-3d100cc1/,2013,139788
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1101872003-2127c452/,2008,2300
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103032606-bdb73bbc/,2020,0
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103323411-124c529d/,2013,89108
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103323267-5886f2f6/,2014,202031
Opel Zafira A Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103319540-d284a928/,2003,293579
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103323185-37521b69/,2012,184542
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103320216-4008615e/,2013,137572
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103320693-db4096a2/,2007,131850
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743698/1103286122-f2883acd/,2021,0
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103358185-8717b5f2/,2008,110000
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103355330-28798423/,2007,165000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1103436143-fcff50ab/,2007,76000
Opel Vivaro C,https://auto.ru/cars/new/group/opel/vivaro/22747377/22747998/1103285736-b2f38c40/,2021,0
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103436147-db1da7ef/,2010,97000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103314429-386a2ac2/,2013,91744
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743057/1103033504-4f623a9a/,2020,0
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103435594-9f32ec31/,2007,160000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102888511-1993ffda/,2013,141000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103397401-b793690f/,2010,130000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103313072-53e6aa95/,2003,277424
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1102879478-7b14fcf8/,2006,216000
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1103249910-be6a22e1/,2008,59023
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103134618-a0b45152/,2009,210782
Opel Zafira Life I L,https://auto.ru/cars/new/group/opel/zafira_life/21743459/21743614/1103284287-2d379e09/,2021,0
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1103121459-cdb6066a/,2013,20428
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1103006441-b9cf1677/,2010,86506
Opel Grandland X I,https://auto.ru/cars/new/group/opel/grandland_x/21742759/21743057/1103033581-aef7f420/,2020,0
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1103435080-47a7b432/,2004,247592
